"player_name","field_goal_attempt","games_played","minutes_played_per_game","year"
"Kyrie Irving","16.5","75","36.4","2014"
"Jarrett Jack","10.2","80","28.0","2014"
"Reggie Jackson","12.9","77","29.5","2014"
"Bernard James","1.7","16","9.9","2014"
"LeBron James","18.5","69","36.1","2014"
"Al Jefferson","15.5","65","30.6","2014"
"Cory Jefferson","3.3","50","10.6","2014"
"Richard Jefferson","4.4","74","16.8","2014"
"John Jenkins","4.1","24","12.4","2014"
"Brandon Jennings","13.2","41","28.6","2014"
"Jonas Jerebko","5.1","75","16.4","2014"
"Grant Jerrett","3.3","8","6.4","2014"
"Amir Johnson","6.9","75","26.4","2014"
"Chris Johnson","5.3","29","18.1","2014"
"James Johnson","5.8","70","19.6","2014"
"Joe Johnson","12.8","80","34.9","2014"
"Nick Johnson","2.7","28","9.4","2014"
"Tyler Johnson","5.2","32","18.8","2014"
"Wesley Johnson","9.1","76","29.5","2014"
"Dahntay Jones","0.6","33","3.7","2014"
"James Jones","3.5","57","11.7","2014"
"Perry Jones","4.3","43","14.7","2014"
"Terrence Jones","9.1","33","26.9","2014"
"DeAndre Jordan","6.5","82","34.4","2014"
"Jerome Jordan","2.1","44","8.7","2014"
"Cory Joseph","5.2","79","18.3","2014"
"Chris Kaman","7.4","74","18.9","2014"
"Enes Kanter","12.4","75","28.5","2014"
"Sergey Karasev","4.1","33","16.8","2014"
"Ryan Kelly","5.9","52","23.7","2014"
"Michael Kidd-Gilchrist","8.8","55","28.9","2014"
"Sean Kilpatrick","5.0","4","18.0","2014"
"Andrei Kirilenko","0.7","7","5.1","2014"
"Alex Kirk","0.8","5","2.8","2014"
"Brandon Knight","14.1","63","32.3","2014"
"Kyle Korver","8.0","75","32.2","2014"
"Kosta Koufos","4.4","81","16.6","2014"
"Ognjen Kuzmić","0.8","16","4.5","2014"
"Jeremy Lamb","5.3","47","13.5","2014"
"Carl Landry","5.3","70","17.0","2014"
"Shane Larkin","5.7","76","24.5","2014"
"Joffrey Lauvergne","3.7","24","11.2","2014"
"Zach LaVine","8.8","77","24.7","2014"
"Ty Lawson","12.3","75","35.5","2014"
"Ricky Ledo","5.6","17","14.4","2014"
"Courtney Lee","8.4","77","30.6","2014"
"David Lee","6.4","49","18.4","2014"
"Malcolm Lee","1.0","1","2.0","2014"
"Alex Len","5.1","69","22.0","2014"
"Kawhi Leonard","12.8","64","31.8","2014"
"Meyers Leonard","4.5","55","15.4","2014"
"Jon Leuer","4.3","63","13.1","2014"
"Damian Lillard","16.6","82","35.7","2014"
"Jeremy Lin","8.8","74","25.8","2014"
"Shaun Livingston","5.1","78","18.8","2014"
"Brook Lopez","13.7","72","29.2","2014"
"Robin Lopez","7.4","59","27.8","2014"
"Kevin Love","12.7","75","33.8","2014"
"Kyle Lowry","14.9","70","34.5","2014"
"Kalin Lucas","1.0","1","6.0","2014"
"John Lucas III","5.0","21","13.0","2014"
"Shelvin Mack","5.3","55","15.1","2014"
"Ian Mahinmi","3.5","61","18.8","2014"
"Devyn Marble","2.8","16","13.0","2014"
"Shawn Marion","4.7","57","19.3","2014"
"Kendall Marshall","3.6","28","14.9","2014"
"Cartier Martin","2.3","23","8.6","2014"
"Kenyon Martin","2.0","11","9.5","2014"
"Kevin Martin","16.0","39","33.4","2014"
"Wesley Matthews","12.5","60","33.7","2014"
"Jason Maxiell","3.1","61","14.4","2014"
"O.J. Mayo","9.9","71","23.9","2014"
"Luc Mbah a Moute","9.5","67","28.6","2014"
"James Michael McAdoo","2.9","15","9.1","2014"
"Ray McCallum","6.9","68","21.1","2014"
"CJ McCollum","5.9","62","15.7","2014"
"K.J. McDaniels","7.0","62","21.8","2014"
"Doug McDermott","3.0","36","8.9","2014"
"Mitch McGary","5.2","32","15.2","2014"
"JaVale McGee","3.4","23","11.1","2014"
"Ben McLemore","10.1","82","32.6","2014"
"Jerel McNeal","1.8","6","6.0","2014"
"Josh McRoberts","3.1","17","17.4","2014"
"Jodie Meeks","8.9","60","24.4","2014"
"Gal Mekel","5.0","4","10.8","2014"
"Khris Middleton","11.0","79","30.1","2014"
"C.J. Miles","11.8","70","26.3","2014"
"Andre Miller","3.6","81","15.5","2014"
"Darius Miller","1.4","5","8.6","2014"
"Mike Miller","2.2","52","13.5","2014"
"Quincy Miller","3.8","10","11.9","2014"
"Patty Mills","6.6","51","15.7","2014"
"Elijah Millsap","5.1","47","19.7","2014"
"Paul Millsap","12.7","73","32.7","2014"
"Nikola Mirotić","7.6","82","20.2","2014"
"Nazr Mohammed","1.3","23","5.6","2014"
"Greg Monroe","12.4","69","31.0","2014"
"E'Twaun Moore","2.5","56","9.0","2014"
"Eric Moreland","0.3","3","0.7","2014"
"Darius Morris","2.8","38","7.9","2014"
"Marcus Morris","9.4","81","25.2","2014"
"Markieff Morris","13.4","82","31.5","2014"
"Anthony Morrow","8.3","74","24.4","2014"
"Donatas Motiejūnas","9.9","71","28.7","2014"
"Timofey Mozgov","7.0","81","25.2","2014"
"Shabazz Muhammad","10.4","38","22.8","2014"
"Toure' Murry","1.0","5","3.6","2014"
"Mike Muscala","3.8","40","12.6","2014"
"Shabazz Napier","4.5","51","19.8","2014"
"Gary Neal","9.3","54","22.1","2014"
"Jameer Nelson","8.0","63","22.3","2014"
"Andrew Nicholson","4.8","40","12.3","2014"
"Joakim Noah","6.4","67","30.6","2014"
"Nerlens Noel","8.7","75","30.8","2014"
"Lucas Nogueira","1.3","6","3.8","2014"
"Steve Novak","1.6","35","5.6","2014"
"Dirk Nowitzki","13.8","77","29.6","2014"
"Jusuf Nurkić","6.2","62","17.8","2014"
"Johnny O'Bryant","3.5","34","10.8","2014"
"Kyle O'Quinn","4.7","51","16.2","2014"
"Victor Oladipo","15.1","72","35.7","2014"
"Kelly Olynyk","8.3","64","22.2","2014"
"Arinze Onuaku","2.3","6","11.3","2014"
"Zaza Pachulia","7.2","73","23.7","2014"
"Kostas Papanikolaou","4.6","43","18.5","2014"
"Jannero Pargo","3.9","9","8.1","2014"
"Jabari Parker","10.5","25","29.5","2014"
"Tony Parker","12.2","68","28.7","2014"
"Chandler Parsons","12.6","66","33.1","2014"
"Patrick Patterson","6.6","81","26.6","2014"
"Chris Paul","14.3","82","34.8","2014"
"Adreian Payne","6.9","32","23.1","2014"
"Elfrid Payton","8.6","82","30.4","2014"
"Nikola Peković","10.6","31","26.3","2014"
"Kendrick Perkins","3.3","68","16.9","2014"
"Paul Pierce","9.0","73","26.2","2014"
"Mason Plumlee","6.0","82","21.3","2014"
"Miles Plumlee","3.5","73","16.4","2014"
"Quincy Pondexter","6.0","75","23.9","2014"
"Otto Porter","5.3","74","19.4","2014"
"Dwight Powell","2.3","29","8.1","2014"
"Phil Pressey","3.5","50","12.0","2014"
"A.J. Price","5.3","26","12.5","2014"
"Ronnie Price","5.2","43","22.8","2014"
"Pablo Prigioni","3.4","67","17.9","2014"
"Tayshaun Prince","6.9","58","24.1","2014"
"Miroslav Raduljica","1.6","5","4.6","2014"
"Julius Randle","3.0","1","14.0","2014"
"Shavlik Randolph","1.7","21","6.0","2014"
"Zach Randolph","13.1","71","32.5","2014"
"J.J. Redick","12.0","78","30.9","2014"
"Glen Rice","3.0","5","8.6","2014"
"Jason Richardson","9.4","19","21.9","2014"
"Luke Ridnour","3.7","47","14.5","2014"
"Austin Rivers","6.5","76","20.6","2014"
"Andre Roberson","3.0","67","19.2","2014"
"Brian Roberts","6.3","72","18.5","2014"
"Glenn Robinson","1.9","35","7.5","2014"
"Nate Robinson","6.1","42","14.1","2014"
"Thomas Robinson","4.8","54","14.8","2014"
"Rajon Rondo","9.5","68","29.7","2014"
"Derrick Rose","16.4","51","30.0","2014"
"Terrence Ross","9.2","82","25.5","2014"
"Ricky Rubio","10.0","22","31.5","2014"
"Damjan Rudež","3.9","68","15.4","2014"
"Brandon Rush","1.6","33","8.2","2014"
"Robert Sacre","4.6","67","16.9","2014"
"John Salmons","2.3","21","12.9","2014"
"JaKarr Sampson","4.7","74","15.3","2014"
"Larry Sanders","6.4","27","21.7","2014"
"Dennis Schröder","8.6","77","19.7","2014"
"Luis Scola","7.9","81","20.5","2014"
"Mike Scott","6.7","68","16.5","2014"
"Thabo Sefolosha","4.8","52","18.8","2014"
"Kevin Séraphin","5.7","79","15.6","2014"
"Ramon Sessions","5.2","64","18.6","2014"
"Iman Shumpert","7.6","62","24.9","2014"
"Alexey Shved","8.0","42","18.3","2014"
"Henry Sims","6.9","73","19.2","2014"
"Kyle Singler","5.6","80","21.8","2014"
"Donald Sloan","6.7","53","20.9","2014"
"Marcus Smart","7.1","67","27.0","2014"
"Greg Smith","1.2","42","8.6","2014"
"Ish Smith","6.7","55","15.1","2014"
"J.R. Smith","10.8","70","29.7","2014"
"Jason Smith","7.2","82","21.8","2014"
"Josh Smith","11.9","83","27.7","2014"
"Russ Smith","2.1","12","5.4","2014"
"Tony Snell","5.2","72","19.6","2014"
"Marreese Speights","8.5","76","15.9","2014"
"Tiago Splitter","5.8","52","19.8","2014"
"Nik Stauskas","4.1","73","15.4","2014"
"Lance Stephenson","9.0","61","25.8","2014"
"Greg Stiemsma","0.5","17","3.9","2014"
"David Stockton","2.0","3","11.0","2014"
"Jarnell Stokes","1.9","19","6.6","2014"
"Amar'e Stoudemire","8.3","59","21.1","2014"
"Rodney Stuckey","10.6","71","26.4","2014"
"Jared Sullinger","12.2","58","27.0","2014"
"Jeffery Taylor","3.9","29","14.8","2014"
"Jeff Teague","12.2","73","30.5","2014"
"Mirza Teletović","8.0","40","22.3","2014"
"Sebastian Telfair","7.8","16","20.4","2014"
"Garrett Temple","3.3","52","14.1","2014"
"Jason Terry","5.8","77","21.3","2014"
"Isaiah Thomas","11.9","67","25.8","2014"
"Lance Thomas","7.1","62","24.0","2014"
"Malcolm Thomas","2.4","17","11.4","2014"
"Tyrus Thomas","0.5","2","3.5","2014"
"Hollis Thompson","7.6","71","25.0","2014"
"Jason Thompson","5.3","81","24.6","2014"
"Klay Thompson","16.9","77","31.9","2014"
"Tristan Thompson","6.0","82","26.8","2014"
"Marcus Thornton","7.2","48","15.0","2014"
"Anthony Tolliver","5.2","76","18.8","2014"
"P.J. Tucker","7.6","78","30.6","2014"
"Ronny Turiaf","0.0","2","9.5","2014"
"Hedo Türkoğlu","3.0","62","11.4","2014"
"Evan Turner","9.1","82","27.6","2014"
"Ekpe Udoh","0.7","33","3.9","2014"
"Beno Udrih","6.4","79","18.9","2014"
"Jonas Valančiūnas","8.2","80","26.2","2014"
"Anderson Varejão","7.7","26","24.5","2014"
"Greivis Vásquez","8.8","82","24.3","2014"
"Charlie Villanueva","5.7","64","10.6","2014"
"Noah Vonleh","3.0","25","10.4","2014"
"Nikola Vučević","16.3","74","34.2","2014"
"Dwyane Wade","17.5","62","31.8","2014"
"Dion Waiters","11.8","80","27.6","2014"
"Henry Walker","7.0","24","26.2","2014"
"Kemba Walker","15.8","62","34.2","2014"
"John Wall","14.8","79","35.9","2014"
"Gerald Wallace","1.1","32","8.9","2014"
"T.J. Warren","5.4","40","15.4","2014"
"C.J. Watson","7.3","57","24.9","2014"
"David Wear","1.0","2","3.5","2014"
"Travis Wear","4.1","51","13.2","2014"
"Martell Webster","2.8","32","11.0","2014"
"David West","10.4","66","28.7","2014"
"Russell Westbrook","22.0","67","34.4","2014"
"Hassan Whiteside","8.1","48","23.8","2014"
"Shayne Whittington","2.1","20","5.4","2014"
"Andrew Wiggins","13.9","82","36.2","2014"
"C.J. Wilcox","1.8","21","4.8","2014"
"Deron Williams","11.3","68","31.1","2014"
"Derrick Williams","6.6","74","19.8","2014"
"Elliot Williams","2.8","13","9.2","2014"
"Lou Williams","11.6","80","25.2","2014"
"Marvin Williams","6.3","78","26.1","2014"
"Mo Williams","12.6","68","29.1","2014"
"Reggie Williams","2.0","20","5.3","2014"
"Shawne Williams","4.8","63","17.3","2014"
"Jeff Withey","1.7","37","7.0","2014"
"Nate Wolters","2.7","21","11.8","2014"
"Brandan Wright","4.8","75","19.3","2014"
"Dorell Wright","4.0","48","12.3","2014"
"Tony Wroten","14.5","30","29.8","2014"
"James Young","3.3","31","10.7","2014"
"Nick Young","11.3","42","23.8","2014"
"Thaddeus Young","12.7","76","32.0","2014"
"Cody Zeller","6.0","62","24.0","2014"
"Tyler Zeller","7.5","82","21.1","2014"
"Quincy Acy","3.6","59","14.8","2015"
"Jordan Adams","3.0","2","7.5","2015"
"Steven Adams","5.3","80","25.2","2015"
"Arron Afflalo","11.3","71","33.4","2015"
"Alexis Ajinça","5.3","59","14.6","2015"
"Cole Aldrich","3.8","60","13.3","2015"
"LaMarcus Aldridge","14.1","74","30.6","2015"
"Cliff Alexander","1.3","8","4.5","2015"
"Lavoy Allen","4.7","79","20.2","2015"
"Tony Allen","7.3","64","25.3","2015"
"Al-Farouq Aminu","8.8","82","28.5","2015"
"Lou Amundson","1.8","29","7.0","2015"
"Chris Andersen","2.7","27","14.9","2015"
"Alan Anderson","4.5","13","14.8","2015"
"James Anderson","3.5","51","14.1","2015"
"Justin Anderson","3.2","55","11.8","2015"
"Kyle Anderson","3.8","78","16.0","2015"
"Ryan Anderson","14.1","66","30.4","2015"
"Giannis Antetokounmpo","12.7","80","35.3","2015"
"Thanasis Antetokounmpo","2.0","2","3.0","2015"
"Carmelo Anthony","18.2","72","35.1","2015"
"Joel Anthony","0.5","19","5.1","2015"
"Keith Appling","1.6","5","5.4","2015"
"Trevor Ariza","10.6","81","35.3","2015"
"Darrell Arthur","7.0","70","21.7","2015"
"Ömer Aşık","2.9","68","17.3","2015"
"D.J. Augustin","5.6","62","19.0","2015"
"Jeff Ayres","1.4","17","6.3","2015"
"Luke Babbitt","6.1","47","18.0","2015"
"Cameron Bairstow","2.2","18","5.7","2015"
"Leandro Barbosa","5.4","68","15.9","2015"
"J.J. Barea","9.6","74","22.5","2015"
"Andrea Bargnani","6.1","46","13.8","2015"
"Harrison Barnes","9.6","66","30.9","2015"
"Matt Barnes","9.1","76","28.8","2015"
"Will Barton","12.0","82","28.7","2015"
"Brandon Bass","4.8","66","20.3","2015"
"Nicolas Batum","12.5","70","35.0","2015"
"Jerryd Bayless","8.4","52","28.9","2015"
"Aron Baynes","4.7","81","15.2","2015"
"Kent Bazemore","9.7","75","27.8","2015"
"Bradley Beal","14.5","55","31.1","2015"
"Michael Beasley","10.3","20","18.2","2015"
"Marco Belinelli","9.3","68","24.6","2015"
"Anthony Bennett","1.4","19","4.4","2015"
"Patrick Beverley","8.4","71","28.7","2015"
"Bismack Biyombo","3.5","82","22.0","2015"
"Nemanja Bjelica","3.9","60","17.9","2015"
"Tarik Black","2.7","39","12.7","2015"
"DeJuan Blair","2.3","29","7.5","2015"
"Steve Blake","4.1","58","17.0","2015"
"Eric Bledsoe","15.9","31","34.2","2015"
"Bojan Bogdanović","9.5","79","26.8","2015"
"Andrew Bogut","4.0","70","20.7","2015"
"Matt Bonner","1.9","30","6.9","2015"
"Devin Booker","11.4","76","27.7","2015"
"Trevor Booker","4.9","79","20.7","2015"
"Chris Bosh","14.5","53","33.5","2015"
"Avery Bradley","13.4","76","33.4","2015"
"Elton Brand","4.2","17","13.2","2015"
"Corey Brewer","6.7","82","20.4","2015"
"Aaron Brooks","6.8","69","16.1","2015"
"Anthony Brown","4.3","29","20.7","2015"
"Lorenzo Brown","3.1","8","7.6","2015"
"Markel Brown","5.2","62","15.8","2015"
"Kobe Bryant","16.9","66","28.2","2015"
"Chase Budinger","3.6","66","14.1","2015"
"Reggie Bullock","2.6","37","11.6","2015"
"Trey Burke","9.9","64","21.3","2015"
"Alec Burks","10.8","31","25.7","2015"
"Caron Butler","3.5","17","10.4","2015"
"Jimmy Butler","15.4","67","36.9","2015"
"Rasual Butler","2.3","46","9.4","2015"
"Bruno Caboclo","2.0","6","7.2","2015"
"José Calderón","6.3","72","28.1","2015"
"Kentavious Caldwell-Pope","12.6","76","36.7","2015"
"Isaiah Canaan","9.4","77","25.5","2015"
"Clint Capela","5.2","77","19.1","2015"
"DeMarre Carroll","10.4","26","30.2","2015"
"Vince Carter","5.7","60","16.8","2015"
"Michael Carter-Williams","10.3","54","30.5","2015"
"Omri Casspi","9.0","69","27.2","2015"
"Willie Cauley-Stein","5.1","66","21.4","2015"
"Mario Chalmers","7.3","61","22.5","2015"
"Tyson Chandler","4.8","66","24.5","2015"
"Rakeem Christmas","2.0","1","6.0","2015"
"Ian Clark","3.1","66","8.8","2015"
"Coty Clarke","1.3","3","2.0","2015"
"Jordan Clarkson","13.9","79","32.3","2015"
"Norris Cole","10.8","45","26.6","2015"
"Darren Collison","10.5","74","30.0","2015"
"Nick Collison","1.8","59","11.8","2015"
"Mike Conley","12.4","56","31.4","2015"
"Pat Connaughton","1.4","34","4.2","2015"
"Chris Copeland","2.1","24","6.5","2015"
"Bryce Cotton","1.3","8","4.9","2015"
"DeMarcus Cousins","20.5","65","34.6","2015"
"Robert Covington","10.6","67","28.4","2015"
"Allen Crabbe","8.4","81","26.0","2015"
"Jamal Crawford","11.9","79","26.9","2015"
"Jae Crowder","11.1","73","31.6","2015"
"Dante Cunningham","5.2","80","24.6","2015"
"Jared Cunningham","2.4","44","9.3","2015"
"Seth Curry","5.1","44","15.7","2015"
"Stephen Curry","20.2","79","34.2","2015"
"Troy Daniels","4.3","43","11.1","2015"
"Anthony Davis","18.6","61","35.5","2015"
"Ed Davis","4.2","81","20.8","2015"
"Branden Dawson","0.8","6","4.8","2015"
"Dewayne Dedmon","3.1","58","12.2","2015"
"Bryce Dejean-Jones","4.9","14","19.9","2015"
"Sam Dekker","0.0","3","2.0","2015"
"Matthew Dellavedova","6.7","76","24.6","2015"
"Luol Deng","10.1","74","32.4","2015"
"DeMar DeRozan","17.7","78","35.9","2015"
"Boris Diaw","5.0","76","18.2","2015"
"Gorgui Dieng","7.1","82","27.1","2015"
"Spencer Dinwiddie","4.5","12","13.3","2015"
"Toney Douglas","7.3","61","20.7","2015"
"Goran Dragić","12.2","72","32.8","2015"
"Andre Drummond","13.1","81","32.9","2015"
"Jared Dudley","6.0","81","25.9","2015"
"Duje Dukan","10.0","1","24.0","2015"
"Tim Duncan","7.2","61","25.2","2015"
"Mike Dunleavy","6.1","31","22.7","2015"
"Kevin Durant","19.2","72","35.8","2015"
"Cleanthony Early","2.4","17","9.1","2015"
"Jarell Eddie","2.5","26","5.7","2015"
"Wayne Ellington","7.4","76","21.3","2015"
"Monta Ellis","12.6","81","33.8","2015"
"James Ennis","5.1","22","15.0","2015"
"Tyler Ennis","4.1","46","14.2","2015"
"Jeremy Evans","1.6","30","8.4","2015"
"Tyreke Evans","12.6","25","30.6","2015"
"Festus Ezeli","5.0","46","16.7","2015"
"Kenneth Faried","9.3","67","25.3","2015"
"Jordan Farmar","8.3","12","24.3","2015"
"Derrick Favors","13.1","62","32.0","2015"
"Cristiano Felício","2.3","31","10.4","2015"
"Raymond Felton","8.5","80","27.4","2015"
"Evan Fournier","11.8","79","32.5","2015"
"Randy Foye","6.0","81","20.3","2015"
"Tim Frazier","4.5","51","14.5","2015"
"Jimmer Fredette","0.8","6","3.0","2015"
"Channing Frye","5.0","70","17.1","2015"
"Danilo Gallinari","13.2","53","34.7","2015"
"Langston Galloway","7.2","82","24.8","2015"
"Kevin Garnett","3.0","38","14.6","2015"
"Marc Gasol","13.6","52","34.4","2015"
"Pau Gasol","13.8","72","31.8","2015"
"Rudy Gay","14.4","70","34.0","2015"
"Alonzo Gee","3.5","73","22.4","2015"
"Paul George","17.9","81","34.8","2015"
"Taj Gibson","6.8","73","26.5","2015"
"Manu Ginóbili","7.5","58","19.6","2015"
"Rudy Gobert","5.8","61","31.7","2015"
"Drew Gooden","3.4","30","10.2","2015"
"Archie Goodwin","7.4","57","19.5","2015"
"Aaron Gordon","7.4","78","23.9","2015"
"Eric Gordon","12.3","45","32.9","2015"
"Marcin Gortat","10.2","75","30.1","2015"
"Andrew Goudelock","2.5","8","6.3","2015"
"Jerami Grant","7.8","77","26.8","2015"
"Jerian Grant","5.1","76","16.6","2015"
"Danny Green","7.1","79","26.1","2015"
"Draymond Green","10.1","81","34.7","2015"
"Erick Green","1.4","9","4.7","2015"
"Gerald Green","8.5","69","22.6","2015"
"JaMychal Green","6.3","78","18.5","2015"
"Jeff Green","10.3","80","28.2","2015"
"Blake Griffin","17.2","35","33.4","2015"
"Jorge Gutiérrez","0.9","12","5.3","2015"
"P.J. Hairston","6.2","66","19.9","2015"
"Jordan Hamilton","10.5","11","27.6","2015"
"Tyler Hansbrough","1.6","44","7.8","2015"
"Tim Hardaway","5.2","51","16.9","2015"
"James Harden","19.7","82","38.1","2015"
"Maurice Harkless","5.3","78","18.7","2015"
"Justin Harper","2.0","5","7.0","2015"
"Montrezl Harrell","2.3","39","9.7","2015"
"Devin Harris","5.8","64","20.0","2015"
"Gary Harris","10.1","76","32.1","2015"
"Joe Harris","0.8","5","3.0","2015"
"Tobias Harris","11.7","76","33.1","2015"
"Aaron Harrison","0.9","21","4.4","2015"
"Udonis Haslem","1.6","37","7.0","2015"
"Spencer Hawes","5.4","57","18.2","2015"
"Chuck Hayes","1.0","2","12.0","2015"
"Gordon Hayward","15.0","80","36.2","2015"
"Gerald Henderson","7.3","72","19.9","2015"
"John Henson","5.1","57","16.8","2015"
"Mario Hezonja","5.3","79","17.9","2015"
"Roy Hibbert","5.1","81","23.2","2015"
"J.J. Hickson","4.4","35","12.5","2015"
"Nenê Hilário","6.7","57","19.2","2015"
"George Hill","10.0","74","34.1","2015"
"Jordan Hill","7.5","73","20.7","2015"
"Solomon Hill","3.5","59","14.7","2015"
"Darrun Hilliard","3.4","38","10.1","2015"
"Kirk Hinrich","2.8","46","13.7","2015"
"Jrue Holiday","14.4","65","28.2","2015"
"Justin Holiday","4.3","53","14.6","2015"
"Ryan Hollins","2.1","37","12.4","2015"
"Rondae Hollis-Jefferson","4.8","29","21.2","2015"
"Richaun Holmes","4.4","51","13.8","2015"
"Rodney Hood","12.3","79","32.2","2015"
"Al Horford","12.8","82","32.1","2015"
"Dwight Howard","8.5","71","32.1","2015"
"Marcelo Huertas","4.3","53","16.4","2015"
"Josh Huestis","2.4","5","11.0","2015"
"Kris Humphries","5.6","53","15.8","2015"
"R.J. Hunter","2.7","36","8.8","2015"
"Serge Ibaka","11.1","78","32.1","2015"
"Andre Iguodala","5.7","65","26.6","2015"
"Ersan İlyasova","8.9","74","25.4","2015"
"Joe Ingles","3.6","81","15.3","2015"
"Damien Inglis","1.9","20","7.8","2015"
"Kyrie Irving","16.6","53","31.5","2015"
"Jarrett Jack","11.2","32","32.1","2015"
"Reggie Jackson","15.7","79","30.7","2015"
"LeBron James","18.6","76","35.6","2015"
"Al Jefferson","10.7","47","23.3","2015"
"Cory Jefferson","2.8","8","6.3","2015"
"Richard Jefferson","4.2","74","17.9","2015"
"John Jenkins","3.7","43","11.2","2015"
"Brandon Jennings","6.3","48","18.1","2015"
"Jonas Jerebko","3.7","78","15.1","2015"
"Amir Johnson","5.4","79","22.8","2015"
"Chris Johnson","2.8","70","12.2","2015"
"James Johnson","4.2","57","16.2","2015"
"Joe Johnson","10.6","81","33.4","2015"
"Orlando Johnson","4.9","7","14.4","2015"
"Stanley Johnson","8.2","73","23.1","2015"
"Tyler Johnson","6.8","36","24.0","2015"
"Wesley Johnson","6.4","80","20.8","2015"
"Nikola Jokić","7.5","80","21.7","2015"
"Dahntay Jones","14.0","1","42.0","2015"
"James Jones","3.0","48","9.6","2015"
"Terrence Jones","7.3","50","20.9","2015"
"Tyus Jones","4.2","37","15.5","2015"
"DeAndre Jordan","6.6","77","33.7","2015"
"Cory Joseph","7.3","80","25.6","2015"
"Chris Kaman","2.7","16","7.0","2015"
"Frank Kaminsky","6.5","81","21.1","2015"
"Enes Kanter","8.8","82","21.0","2015"
"Sergey Karasev","1.9","40","10.0","2015"
"Sasha Kaun","0.7","25","3.8","2015"
"Ryan Kelly","4.1","36","13.1","2015"
"Michael Kidd-Gilchrist","8.7","7","29.3","2015"
"Sean Kilpatrick","8.7","31","19.9","2015"
"Brandon Knight","17.2","52","36.0","2015"
"Kyle Korver","7.7","80","30.0","2015"
"Kosta Koufos","5.7","78","19.0","2015"
"Jeremy Lamb","7.7","66","18.6","2015"
"Carl Landry","6.9","36","15.8","2015"
"Shane Larkin","6.4","78","22.4","2015"
"Joffrey Lauvergne","6.4","59","17.6","2015"
"Zach LaVine","11.7","82","28.0","2015"
"Ty Lawson","5.4","66","21.4","2015"
"Courtney Lee","8.1","79","29.5","2015"
"David Lee","6.1","55","16.4","2015"
"Alex Len","8.0","78","23.3","2015"
"Kawhi Leonard","15.1","72","33.1","2015"
"Meyers Leonard","7.1","61","21.9","2015"
"Jon Leuer","7.0","67","18.7","2015"
"Damian Lillard","19.7","75","35.7","2015"
"Jeremy Lin","9.3","78","26.3","2015"
"Shaun Livingston","4.9","78","19.5","2015"
"Kevon Looney","1.4","5","4.2","2015"
"Brook Lopez","15.8","73","33.7","2015"
"Robin Lopez","8.1","82","27.1","2015"
"Kevin Love","12.7","77","31.5","2015"
"Kyle Lowry","15.6","77","37.0","2015"
"Trey Lyles","5.5","80","17.3","2015"
"Shelvin Mack","8.0","52","20.3","2015"
"Ian Mahinmi","6.3","71","25.6","2015"
"Devyn Marble","2.5","28","8.9","2015"
"Boban Marjanović","3.2","54","9.4","2015"
"Kendall Marshall","3.9","30","13.3","2015"
"Jarell Martin","4.3","27","14.1","2015"
"Kevin Martin","7.6","55","19.9","2015"
"Wesley Matthews","10.9","78","33.9","2015"
"O.J. Mayo","7.8","41","26.6","2015"
"Luc Mbah a Moute","2.8","75","17.0","2015"
"James Michael McAdoo","2.0","41","6.4","2015"
"Ray McCallum","3.6","41","11.6","2015"
"CJ McCollum","17.9","80","34.8","2015"
"T.J. McConnell","5.7","81","19.8","2015"
"Chris McCullough","4.5","24","15.1","2015"
"K.J. McDaniels","1.9","37","6.4","2015"
"Doug McDermott","8.0","81","23.0","2015"
"Mitch McGary","1.2","20","3.6","2015"
"JaVale McGee","3.9","34","10.9","2015"
"Ben McLemore","6.7","68","21.2","2015"
"Jordan McRae","3.5","22","8.9","2015"
"Josh McRoberts","3.5","42","14.2","2015"
"Jodie Meeks","6.7","3","14.3","2015"
"Salah Mejri","2.3","34","11.7","2015"
"Jordan Mickey","1.4","16","3.6","2015"
"Khris Middleton","14.5","79","36.1","2015"
"C.J. Miles","9.9","64","22.9","2015"
"Andre Miller","2.7","39","11.8","2015"
"Mike Miller","1.3","47","7.9","2015"
"Patty Mills","7.6","81","20.5","2015"
"Elijah Millsap","2.0","20","8.7","2015"
"Paul Millsap","13.2","81","32.7","2015"
"Nikola Mirotić","9.2","66","24.9","2015"
"Nazr Mohammed","1.0","5","3.8","2015"
"Greg Monroe","11.9","79","29.3","2015"
"Luis Montero","1.6","12","3.5","2015"
"E'Twaun Moore","6.6","59","21.4","2015"
"Eric Moreland","0.8","8","6.0","2015"
"Marcus Morris","11.8","80","35.7","2015"
"Markieff Morris","11.2","64","25.5","2015"
"Anthony Morrow","4.9","68","13.6","2015"
"Donatas Motiejūnas","5.5","37","14.8","2015"
"Timofey Mozgov","4.7","76","17.4","2015"
"Emmanuel Mudiay","13.3","68","30.4","2015"
"Shabazz Muhammad","8.3","82","20.5","2015"
"Xavier Munford","5.5","14","17.4","2015"
"Mike Muscala","2.5","60","9.4","2015"
"Larry Nance","4.8","63","20.1","2015"
"Shabazz Napier","3.7","55","10.9","2015"
"Gary Neal","8.1","40","20.2","2015"
"Jameer Nelson","7.9","39","26.6","2015"
"Raul Neto","5.2","81","18.5","2015"
"Andrew Nicholson","5.5","56","14.7","2015"
"Joakim Noah","4.6","29","21.9","2015"
"Nerlens Noel","8.8","67","29.3","2015"
"Lucas Nogueira","1.5","29","7.8","2015"
